rsid	PheWasP	PheWasTrait	chr	n	vP	mP	MoBaTrait	MobaAF
rs3095155	1.80011e-17	Basophil count	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	3.19521e-17	Estimated glomerular filtration rate (creatinine)	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	3.19963e-17	Operation code: thyroidectomy/partial thyroidectomy	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	3.44667e-17	Other systemic involvement of connective tissue (FG)	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	4.10015e-17	Arm predicted mass (right)	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	4.37522e-17	IDP_dMRI_TBSS_L1_Superior_longitudinal_fasciculus_L	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	4.49987e-17	Medication for pain relief, constipation, heartburn: None of the above	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	4.88652e-17	Cholesterol	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	5.37774e-17	Whole body fat-free mass	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	6.38705e-17	Whole body water mass	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	6.4003e-17	Arm fat-free mass (right)	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	6.71274e-17	Basal metabolic rate	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	8.57433e-17	Other diseases of the digestive system	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	9.88098e-17	Weight	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	1.02259e-16	Cholesterol	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	1.04208e-16	Total cholesterol levels	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	1.16332e-16	ENSG00000204592	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	1.19207e-16	HDL cholesterol	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	1.24997e-16	HDL cholesterol	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	1.54989e-16	ENSG00000238024	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	1.58489e-16	T-cell surface protein tactile	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	1.99986e-16	Operative procedures - secondary OPCS: Z27.4 Duodenum	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	2.01512e-16	Psoriasis	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	2.71832e-16	Squamous cell lung carcinoma	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	2.90001e-16	Hot drink temperature	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	3.50026e-16	Comparative body size at age 10	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	3.86901e-16	Bullous disorders	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	4.75226e-16	Creatinine levels (UKB data field 30700)	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	5.40008e-16	Platelet crit	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	7.31139e-16	High light scatter reticulocyte percentage	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	7.64716e-16	Estimated glomerular filtration rate (creatinine)	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	9.82426e-16	White blood cell count (basophil)	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	1e-15	Comparative body size at age 10, Males and Females	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	1.10713e-15	Total bilirubin levels (UKB data field 30840)	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	1.20005e-15	Diagnoses - secondary ICD10: E03.9 Hypothyroidism, unspecified	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	1.24337e-15	Total bilirubin levels (UKB data field 30840)	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	1.69981e-15	Forced expiratory volume in 1-second (FEV1), predicted percentage	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	1.9002e-15	Plateletcrit	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	2.23357e-15	Medication for pain relief  constipation  heartburn: None of the above	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	2.90001e-15	Diastolic blood pressure, automated reading	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	2.99985e-15	Number of fluid intelligence questions attempted within time limit	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	3.27642e-15	Peak expiratory flow (UKB data field 3064)	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	3.41979e-15	Diagnoses - main ICD10: R31 Unspecified haematuria	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	3.80014e-15	Medication for pain relief, constipation, heartburn: Paracetamol	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	4.13714e-15	Trunk fat-free mass	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	4.49987e-15	Ankle spacing width	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	4.66552e-15	Mean platelet thrombocyte volume (UKB data field 30100)	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	4.86071e-15	Trunk predicted mass	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	6.09958e-15	Non-cancer illness code, self-reported: asthma	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	6.79986e-15	Non-cancer illness code, self-reported: psoriasis	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	9.28966e-15	Eosinophill percentage	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	1.27614e-14	Hemoglobin concentration	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	1.79308e-14	Sicca syndrome [Sj<c2><9a>gren]	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	1.9002e-14	Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor: Asthma	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	2.19837e-14	HDL cholesterol	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	2.19989e-14	FEV1/FVC < 0.7	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	2.90001e-14	3mm weak meridian (left)	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	3.59998e-14	Age diabetes diagnosed	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	4.23741e-14	Cereal type: Other (e.g. Cornflakes, Frosties)	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	4.6334e-14	Weight	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	4.68705e-14	Forced expiratory volume in 1-second (FEV1)  predicted percentage	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	4.79954e-14	Comparative body size at age 10, Females	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	5.50047e-14	Hip circumference	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	5.78895e-14	Sjogren's syndrome (Firth correction)	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	5.79295e-14	Non-cancer illness code  self-reported: asthma	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	5.79963e-14	Asthma	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	5.97448e-14	Sjogren's syndrome (SPA correction)	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	6.16879e-14	Arm predicted mass (left)	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	6.26037e-14	Mean platelet volume	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	6.31103e-14	Blood clot  DVT  bronchitis  emphysema  asthma  rhinitis  eczema  allergy diagnosed by doctor: Asthma	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	7.25605e-14	Other predominantly sexually transmitted diseases, not elsewhere classified	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	7.43019e-14	Epstein-Barr virus ZEBRA antibody levels	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	8.46058e-14	Type 1 diabetes, wide definition, subgroup 1	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	9.40589e-14	Arm fat-free mass (left)	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	9.60064e-14	3mm strong meridian (left)	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	1.10002e-13	Oily fish intake	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	1.11301e-13	Type 1 diabetes with ophthalmic complications	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	1.18905e-13	Diastolic blood pressure automated reading (UKB data field 4079)	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	1.20005e-13	Other serious medical condition/disability diagnosed by doctor	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	1.27497e-13	Autoimmune hyperthyroidism	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	1.77664e-13	Arm fat-free mass (right)	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	1.79515e-13	Comparative body size at age 10	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	2.12324e-13	Type 1 diabetes	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	2.39994e-13	Bowel problem	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	2.48199e-13	Bread type: Other type of bread	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	2.60016e-13	3mm weak meridian (right)	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	2.72961e-13	Lung cancer in ever smokers	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	2.89334e-13	Medication for cholesterol  blood pressure or diabetes: Insulin	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	2.90001e-13	Appendicular lean mass	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	3.37287e-13	Type 1 diabetes without complications	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	3.70766e-13	Platelet count	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	4.10015e-13	Mean platelet volume	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	4.60363e-13	Non-cancer illness code  self-reported: psoriasis	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	4.87528e-13	Mean corpuscular haemoglobin concentration	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	5.03269e-13	Mean corpuscular hemoglobin concentration	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	5.10505e-13	ThalamNuclei_rh_volume_LD	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	5.51061e-13	Systemic lupus erythematosus	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	6.37529e-13	SLE (Finngen)	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	7.59626e-13	High light scatter reticulocyte count	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	8.30042e-13	3mm strong meridian (right)	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	1.39991e-12	Duration screen displayed	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	1.58088e-12	ENSG00000204528	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	1.79804e-12	Medication for pain relief  constipation  heartburn: Paracetamol	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	1.80011e-12	Never eat eggs, dairy, wheat, sugar: I eat all of the above	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	2.23975e-12	Creatinine	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	2.24595e-12	Serum creatinine levels	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	2.38836e-12	Arm predicted mass (right)	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	2.49977e-12	Polyunsaturated fatty acid levels	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	2.51189e-12	Beta-defensin 119	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	2.60016e-12	Esophageal disorder	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	2.71019e-12	Urate levels (UKB data field 30880)	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	2.99985e-12	Medication for cholesterol, blood pressure or diabetes: Insulin	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	3.37287e-12	ThalamNuclei_rh_volume_LP	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	4.10015e-12	Glycoprotein acetyls levels	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	4.49987e-12	Main speciality of consultant (recoded): Urology	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	4.88877e-12	Gamma glutamyl transpeptidase	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	4.9136e-12	Gamma glutamyltransferase	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	4.97508e-12	Intestinal malabsorbtion	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	4.99229e-12	Hematocrit	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	5.08394e-12	ENSG00000204438	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	5.70033e-12	Peak expiratory flow (PEF)	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	5.73852e-12	Mean platelet (thrombocyte) volume	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	5.83714e-12	Mouth/teeth dental problems: Dentures	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	6.36796e-12	IDP_dMRI_ProbtrackX_ICVF_ptr_r	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	6.59933e-12	Seen doctor (GP) for nerves, anxiety, tension or depression	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	6.62979e-12	Asthma (Firth correction)	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	6.68344e-12	IDP_dMRI_TBSS_ICVF_Posterior_thalamic_radiation_R	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	6.8691e-12	Asthma (SPA correction)	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	7.29962e-12	Low density lipoprotein cholesterol levels	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	7.84513e-12	Hip circumference (UKB data field 49)	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	8.69961e-12	Ankle spacing width (right)	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	9.12011e-12	ThalamNuclei_rh_volume_CL	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	9.7499e-12	IDP_dMRI_TBSS_MD_Posterior_thalamic_radiation_L	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	1.10002e-11	Operative procedures - main OPCS: M45.9 Unspecified diagnostic endoscopic examination of bladder	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	1.28825e-11	Trypsin-3	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	1.40605e-11	Urate	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	1.45111e-11	Basophil count	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	1.80011e-11	Seen a psychiatrist for nerves, anxiety, tension or depression	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	1.88365e-11	IDP_dMRI_TBSS_ICVF_Pontine_crossing_tract	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	2.00909e-11	IDP_dMRI_TBSS_L1_Sagittal_stratum_L	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	2.29034e-11	ENSG00000066379	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	2.29826e-11	SLE, strict definition	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	2.30887e-11	Systemic lupus erythematosus	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	2.90001e-11	Treatment/medication code: thyroxine product	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	3.28322e-11	Type 1 diabetes, wide definition	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	3.29989e-11	Number of days/week of moderate physical activity 10+ minutes	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	3.43084e-11	Plateletcrit	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	3.78443e-11	IDP_dMRI_TBSS_MD_Sagittal_stratum_R	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	3.81417e-11	Type 1 diabetes with coma	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	4.50817e-11	IDP_dMRI_TBSS_MD_Posterior_thalamic_radiation_R	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	4.51856e-11	IDP_dMRI_TBSS_OD_Superior_longitudinal_fasciculus_L	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	5.00035e-11	Linoleic acid levels	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	5.12861e-11	Rac GTPase-activating protein 1	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	5.24807e-11	HLA class II histocompatibility antigen, DQ alpha 2 chain	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
rs3095155	5.57057e-11	Red blood cell count	6	50746	0.436059748529573	2.80898875093363e-09	EasActiv18mo	0.129636
